incident_id,customer_id,incident_created_by,order_external_id,order_item_id_list,final_issue_type,final_sub_issue_type,final_sub_sub_issue_type,ssi,status_name,incident_creation_time,incident_first_solved_time,incident_last_solved_time,assigned_to_queue_at,ipd_fpd,first_spd,first_status,last_spd,last_status,last_jeeves_bsd_flag,dep_team,incident_channel,current_queue_name,jn_flag,order_journey_node,ocr_classification,analytic_vertical_flag,vip_flag,large_grocery_nl_flag,inc_order_flag,contacts,Contact Flag,Current Date,Final Date,Days Delta,Days Flag,Final Flag,Problem Statement,Problem Group,Owner,Consider,Senti,Current_status,Last_Solved_By,Last_Solved_On,Status_Group,ExactStatus,Ageing_OR_Q2R
IN24052414482583901599,ACC412F1588ADBE475681ADF206646E32C3B,ieddn.t249370,,,Flipkart Pay Later,Flipkart Pay Later BBPS ,Issues related to Utility Bills,Flipkart Pay Later->Flipkart Pay Later BBPS ->Issues related to Utility Bills,Waiting for Internal Updates,2024-05-24 14:48:25,,,2024-05-24 14:49:23,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-24 14:49:23,1,1,1X2,Re-Con issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.2165845,2024-05-27 15:47:48,Open,ReOpenByL2,93.0889181725
IN24052406473185245064,ACC610C3C1BB3C24C9CB2C0059A648349F8D,techmch.2242986,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-24 06:47:31,,,2024-05-24 06:48:01,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-24 06:48:01,2,2,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.2135388,2024-05-27 13:41:24,Open,ReOpenByL2,101.1039181725
IN24052415225782288844,ACCEAFDE182F6994579945504B1BC8CB809A,techmk.2242201,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Amount debited twice while paying bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Amount debited twice while paying bill,Waiting for Internal Updates,2024-05-24 15:22:57,,,2024-05-24 15:23:43,,,,,,,cx,Email,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-24 15:23:43,1,1,Others,Payback_Issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,self_serve,2024-05-28 09:50:00,Open,ReOpen,92.51336261694443
IN24050919311675685508,ACC14004046233974046,techmchflex23.2251832,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-09 19:31:16,2024-05-15 20:21:26,2024-05-19 21:00:10,2024-05-09 19:34:56,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-09 19:34:56,16,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.960326,2024-05-28 09:21:40,Open,ReOpenByL2,448.37475150583333
IN24051719265018943431,ACC2B167825275C45119674589F6BC741E0E,starkol.c2023115228,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-17 19:26:50,2024-05-17 19:29:58,2024-05-17 19:29:58,2024-05-24 12:23:09,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-24 12:23:09,1,1,Others,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.918912,2024-05-27 14:00:59,Open,ReOpenByL2,95.5100292836111
IN24051718190709960455,ACC1C7C6CCA1A53426D891039049F747FE1R,starkol.2024150844,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-17 18:19:07,2024-05-24 12:06:12,2024-05-24 12:06:12,2024-05-17 18:19:13,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,4.0,4,2024-05-26 10:00:00,2024-05-17 18:19:13,8,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.919134,2024-05-28 09:50:53,Open,ReOpenByL2,257.5772515058334
IN24052308325899310526,ACCE8AC729E97BF41BCABA1F4823D62019CE,tpm.658511,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-23 08:32:58,2024-05-23 08:33:00,2024-05-23 08:34:37,2024-05-23 08:33:35,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-23 08:33:35,3,3,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.1032109,2024-05-26 10:54:03,Open,ReOpenByL2,123.33614039472222
IN24052411324074979422,ACCCB80222D6D20443A8789D1A01E198390V,starkol.80554835,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-24 11:32:40,,,2024-05-24 11:34:05,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-24 11:34:05,1,1,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-26 21:24:52,Solved,Solved,57.87
IN24052501244763589224,ACC78834DFA854648DA9D5954EEB1E0B0DD9,tph.720906,,,Flipkart Plus,General Enquiry,Cibil Issues/Cibil not Updated,Flipkart Plus->General Enquiry->Cibil Issues/Cibil not Updated,Waiting for Customer Updates,2024-05-25 01:24:47,,,2024-05-25 01:26:34,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 01:26:34,1,1,1X2,Re-Con issues,Fintech / Payments,Tibin,Yes,,Waiting for Customer Updates,fapl.984548,2024-05-28 09:40:08,Open,ReOpenByL2,82.48280706138888
IN24052411314829772459,ACC7B19E0C1B5A7456DB2B12019D732612D8,tpm.589210,OD431338203186975300,4.313382031869753e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-24 11:31:48,,,2024-05-24 11:31:51,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-24 11:31:51,1,1,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 17:30:08,Solved,Solved,77.97222222222223
IN24032416453412878817,ACC7EC767C80B874C60BBDDC9A5DDD4BE1BR,starkluc.c2024133642,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-03-24 16:45:34,,,2024-03-29 09:57:46,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,,0,2024-05-26 10:00:00,2024-03-29 09:57:46,58,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.1031983,2024-05-27 13:05:25,Open,ReOpenByL2,1555.1364181725
IN24040521244251959129,ACC108A9E24A19A4ABF83332346877E920FR,tpm.657980,,,Flipkart Pay Later Billing Related,Bill Generated issue,Flipkart Pay Later - Dispute with the bill generated,Flipkart Pay Later Billing Related->Bill Generated issue->Flipkart Pay Later - Dispute with the bill generated,Waiting for Internal Updates,2024-04-05 21:24:42,2024-04-05 21:24:57,2024-04-05 21:24:57,2024-04-06 16:13:23,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,3.0,3,2024-05-26 10:00:00,2024-04-06 16:13:23,49,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.990403,2024-05-27 10:20:51,Open,ReOpenByL2,1243.672807061389
IN24051621304696048048,ACCD8A677EF6FEE492C98E05B2C2E36D475G,tpm.707219,,,Flipkart Plus,General Enquiry,Cibil Issues/Cibil not Updated,Flipkart Plus->General Enquiry->Cibil Issues/Cibil not Updated,Unresolved,2024-05-16 21:30:46,2024-05-16 21:30:50,2024-05-16 21:30:50,2024-05-25 15:30:03,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 15:30:03,0,0,1X2,Re-Con issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.2303157,2024-05-26 14:24:44,Solved,Solved,22.91138888888889
IN24052320505093045089,ACCB9F9BE5175414FBE9BBED816D7F90110Q,starkhyd.c202237849,OD331009890441777300,3.310098904417773e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-23 20:50:50,,,2024-05-23 20:50:52,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-23 20:50:52,2,2,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 22:00:06,Solved,Solved,97.15444444444445
IN24050909471925763327,ACC14145755111349256,techmk.2303984,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-09 09:47:19,2024-05-09 09:47:58,2024-05-09 09:47:58,2024-05-09 09:54:21,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-09 09:54:21,17,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Customer Updates,fapl.864609,2024-05-28 09:48:46,Open,ReOpenByL2,457.9900292836111
IN24052012555689882123,ACC39E3662F880840629A1039649FAE11E5E,tpm.716472,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-20 12:55:56,,,2024-05-20 12:56:01,,,,,,,cx,Email,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,,0,2024-05-26 10:00:00,2024-05-20 12:56:01,5,5,3X4,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.864609,2024-05-26 14:12:45,Open,ReOpenByL2,190.96364039472223
IN24052321331633727645,ACC571D4CFF99514AC6B6D9DEBDC096D298B,tp.5496029,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-23 21:33:16,,,2024-05-23 21:42:30,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-23 21:42:30,2,2,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.792591,2024-05-25 12:00:10,Open,ReOpenByL2,110.3414181725
IN24052419545633892411,ACCD78847FF8156483F9845D5795E7C75BB,starkol.2024150207,OD431341544375610300,4.313415443756103e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-24 19:54:56,,,2024-05-24 19:54:58,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-24 19:54:58,1,1,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 19:00:07,Solved,Solved,71.08638888888889
IN24041012331702605319,AC7ZBGIB3UETMMIUXIP59Z8XRQSP91Y1,ieddn.t207714,,,Flipkart Plus,General Enquiry,Cibil Issues/Cibil not Updated,Flipkart Plus->General Enquiry->Cibil Issues/Cibil not Updated,Waiting for Internal Updates,2024-04-10 12:33:17,2024-04-10 13:24:33,2024-05-10 20:48:35,2024-04-10 12:34:32,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,7.0,>5,2024-05-26 10:00:00,2024-04-10 12:34:32,45,>5,5X5,Re-Con issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.942186,2024-05-25 12:20:59,Open,ReOpenByL2,1151.3411403947223
IN24050413585604120246,ACC5F9C69D6F5094768853E1EA7C64E1A5EN,starkol.c202377508,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-04 13:58:56,2024-05-04 13:59:00,2024-05-13 11:29:39,2024-05-13 11:30:35,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,3.0,3,2024-05-26 10:00:00,2024-05-13 11:30:35,12,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.918912,2024-05-28 10:09:45,Open,ReOpenByL2,360.3861403947222
IN24051913274710959470,ACC64FD0F76EFDF4D41A48237FB7A2C3F5F4,cnxbhu.102302992,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-19 13:27:47,,,2024-05-19 13:29:20,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-19 13:29:20,6,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.929876,2024-05-25 14:36:51,Open,ReOpenByL2,214.4328070613889
IN24052507235767835461,ACCB08CEC12497640AD9C431EED8003AE2E1,ieddn.t245176,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Unresolved,2024-05-25 07:23:57,,,2024-05-25 07:24:01,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 07:24:01,1,1,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved,fapl.918694,2024-05-27 12:06:33,Solved,Solved,52.71
IN24052515430347790305,ACC01ACE0EEF7B240CC96C02D5D0E75646BA,starkol.2024152714,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Customer Updates,2024-05-25 15:43:03,,,2024-05-25 15:43:50,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 15:43:50,0,0,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-26 21:36:01,Solved,Solved,29.88277777777778
IN24050615092801434198,ACC25F601B5F3CB4826B1E488D3A95B3E4FY,tpm.637129,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-06 15:09:28,2024-05-06 15:09:32,2024-05-19 21:00:10,2024-05-06 15:13:55,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,3.0,3,2024-05-26 10:00:00,2024-05-06 15:13:55,19,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fk_crm_matrix,2024-05-25 14:28:52,Open,ReOpen,524.6639181725
IN24052420243000330607,ACC7BF4987D27654A0BA3D8A6D6D3260C70Z,starkluc.80545830,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Customer Updates,2024-05-24 20:24:30,,,2024-05-24 20:25:16,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-24 20:25:16,1,1,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.918912,2024-05-27 10:27:53,Solved,Solved,62.05638888888889
IN24050609123310237085,ACC16FDB816F9254D65BCC659587D546E5FG,tpm.638152,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-06 09:12:33,2024-05-06 09:12:56,2024-05-06 09:12:56,2024-05-15 21:14:55,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-15 21:14:55,10,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.1031982,2024-05-27 11:54:40,Open,ReOpenByL2,302.6472515058333
IN24052018040551652462,ACCB7D308A0D47D46EEA2B2FD1C9C39ED56D,starkluc.81026995,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-20 18:04:05,2024-05-20 18:04:10,2024-05-24 10:08:38,2024-05-24 10:29:09,,,,,,,cx,Outbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,4.0,4,2024-05-26 10:00:00,2024-05-24 10:29:09,1,1,Others,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 13:04:59,Solved,Solved,74.59722222222223
IN24052210404734002596,ACC1885FDC1CD4D426F93DD13A39BEA6B795,techmk.2135462,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-22 10:40:47,,,2024-05-22 10:40:51,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-22 10:40:51,3,3,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.2165699,2024-05-26 17:57:26,Open,ReOpenByL2,145.21614039472223
IN24052418055055910344,ACC1B7005641D554320A8D7E6BF3D8CB6A9H,starkol.c202398340,OD330960594469528300,3.309605944695283e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-24 18:05:50,,,2024-05-24 18:05:52,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-24 18:05:52,1,1,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 17:30:08,Solved,Solved,71.405
IN24052417333755240474,ACC7D8EB76D79564D0BA242EA581043962D,techmk.2241208,OD331340635280951300,3.313406352809513e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-24 17:33:37,,,2024-05-24 17:33:39,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-24 17:33:39,1,1,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 23:30:04,Solved,Solved,77.94083333333333
IN24052314345714960274,ACC7A7E6ABA1C7B484A9260093B8DC832A96,ieddn.t216430,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-23 14:34:57,,,2024-05-23 14:35:09,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-23 14:35:09,2,2,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fk_crm_matrix,2024-05-25 16:52:04,Open,ReOpen,117.31336261694445
IN24052409363767080644,ACC294AC45E3C5D4413B8F4668361EB5BEA9,tpm.658786,OD431337722034339300,4.313377220343393e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-24 09:36:37,,,2024-05-24 09:36:39,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-24 09:36:39,2,2,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fk_crm_matrix,2024-05-24 09:42:07,Open,ReOpen,98.28558483916666
IN24051115543079676391,ACC34E2B6440F544D2D819C354DF18318F6F,tp.5207567,,,Flipkart Pay Later,Flipkart Pay Later BBPS ,Issues related to Utility Bills,Flipkart Pay Later->Flipkart Pay Later BBPS ->Issues related to Utility Bills,Updated,2024-05-11 15:54:30,2024-05-11 15:54:34,2024-05-11 15:54:34,2024-05-25 21:31:55,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 21:31:55,0,0,1X2,Re-Con issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-26 21:22:08,Solved,Solved,23.836944444444445
IN24052216253723259339,ACC14003099380886612,tph.719723,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-22 16:25:37,,,2024-05-22 16:25:43,,,,,,,cx,Email,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-22 16:25:43,3,3,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.942186,2024-05-28 10:16:51,Open,ReOpenByL2,139.4689181725
IN24032913025741538120,ACC4F2832CFD64341F5822E028756737849L,cnxbarh.102303211,,,Flipkart Pay Later,Flipkart Pay Later BBPS ,Issues related to Utility Bills,Flipkart Pay Later->Flipkart Pay Later BBPS ->Issues related to Utility Bills,Waiting for Internal Updates,2024-03-29 13:02:57,,,2024-03-29 13:03:17,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-03-29 13:03:17,57,>5,5X5,Re-Con issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.990403,2024-05-27 13:00:30,Open,ReOpenByL2,1438.8466959502778
IN24052117043625259831,ACCE3CC2DED7D9247E6B3D82D9C33B8CC1D4,techmch.2301034,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-21 17:04:36,,,2024-05-21 17:05:17,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-21 17:05:17,4,4,3X4,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-28 10:43:41,Solved,Solved,161.6513888888889
IN24052009514112657082,ACC1072ACF00C304761899410762F95EBB8Z,starkbho.80511381,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-20 09:51:41,2024-05-20 09:51:46,2024-05-20 09:51:46,2024-05-20 10:03:24,,,,,,,cx,Outbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-20 10:03:24,5,5,3X4,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.918912,2024-05-27 13:53:33,Open,ReOpenByL2,193.8391959502778
